id;lat;long;type;site;code
15474;-0.0931450000000000056;51.514248000000002;Dressel 20;London;PAR
28539;12.483333;41.8999999999999986;Dressel 20;Roma;CAP
10799;3.00881599999999993;43.1844170000000034;Pascual 1;Narbonne;QFS
7183;-5.52751000000000037;37.6589609999999979;Dressel 20;Lora del Río;LIT
36633;2.00799400000000006;41.3961449999999971;Dressel 2-4 Catalan;Sant Vicenç dels Horts;THE
8848;-5.55703200000000042;34.0736970000000028;Dressel 20;Volubilis;MAR
25670;12.483333;41.8999999999999986;Dressel 20;Roma;LAL
18188;2.94940699999999989;39.1446090000000027;Dressel 20;Isla de Cabrera;PNN
12753;7.14111899999999977;50.2843930000000015;Gauloise 4;Monrealer Wald;CDA
19423;10.3333329999999997;36.8666669999999996;Dressel 2-4 Catalan;Cartago;OPT
24948;4.87345299999999959;45.5247850000000014;Amphora incerta;Vienne;LIC
15035;1.43318799999999991;43.5995160000000013;Dressel 20;Toulouse;MAR
21222;19.0833329999999997;47.5;Dressel 6;Budapest;MCA
24784;4.87345299999999959;45.5247850000000014;Amphora incerta;Vienne;EHE
8346;5.26539700000000011;44.6909169999999989;Dressel 1A;Roanne;ACA
33515;12.483333;41.8999999999999986;Africana 2A Grande;Roma;LSF
8240;2.94614500000000001;43.2595280000000031;Dressel 20;Sallèles;CMS
13523;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PNN
9337;6.86666699999999963;43.4333329999999975;Dressel 2-4 Catalan;Rade d'Agay;ACA
13516;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;PNN
9963;4.94285100000000011;43.3835430000000031;Dressel 1B;Golfe de Fos;ANT
15366;12.483333;41.8999999999999986;Dressel 20;Roma;LIL
18723;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;APH
27061;-1.42940700000000009;47.1990490000000023;Gauloise 4;Haute-Goulaine;CDV
36298;2.00799400000000006;41.3961449999999971;Dressel 2-4 Catalan;Sant Vicenç dels Horts;GAM
30614;1.02194999999999991;49.280816999999999;Dressel 20;Caudebec-lès-Elbeuf;MEL
12574;4.14196000000000009;39.9345629999999971;Pascual 1;Alayor;MCN
10110;4.94285100000000011;43.3835430000000031;Dressel 20;Golfe de Fos;CFO
8850;-5.55703200000000042;34.0736970000000028;Dressel 20;Volubilis;MEE
3508;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
27491;8.48254999999999981;49.9213939999999994;Augst 17;Groß-Gerau;COM
34448;12.483333;41.8999999999999986;Dressel 20;Roma;MVE
18730;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;QSP
39399;4.35962300000000003;43.8337780000000024;Dressel 20;Nîmes;QCC
17506;3.11780899999999983;42.1395430000000033;Dressel 20;Ampurias;APN
39501;5.83333299999999966;45.1666669999999968;Dressel 20;Isère;MIM
1120;12.483333;41.8999999999999986;Dressel 20;Roma;LAL
39411;4.35962300000000003;43.8337780000000024;Dressel 20;Nîmes;QCP
24031;-0.450000000000000011;38.3500000000000014;Dressel 20;Alicante;QSP
9198;3.00881599999999993;43.1844170000000034;Pascual 1;Narbonne;HIL
25832;12.2833330000000007;41.75;Dressel 20;Ostia Antica;BEL
16347;-0.25;51.8333330000000032;Dressel 20;St. Albans;LMA
20650;0.900000000000000022;51.8833330000000004;Amphora incerta;Colchester;AQA
36815;11.5500000000000007;45.5499999999999972;Dressel 6B;Vicenza;LAE
1139;12.483333;41.8999999999999986;Dressel 20;Roma;TAM
16526;-2.9588890000000001;51.6133329999999972;Dressel 20;Caerleon;COI
37348;17.8500000000000014;40.6833329999999975;Brindisian amphora;Canale Giancola;NIC
8448;3.4753400000000001;43.3109910000000013;Dressel 20;Agde;SNR
31625;12.483333;41.8999999999999986;Dressel 20;Roma;CAP
15998;-2.9588890000000001;51.6133329999999972;Dressel 20;Caerleon;SFE
14465;8.68416700000000041;50.1155199999999965;Dressel 20;Frankfurt am Main;MIM
28090;-5.6669419999999997;37.6150579999999977;Dressel 20;Alcolea del Río;LQS
17999;2.24478899999999992;41.447144999999999;Pascual 1;Badalona;VAS
34244;11.0833329999999997;44.5;Amphora incerta;Bazzano;CMS
7597;7.71720499999999987;47.5368179999999967;Dressel 20;Augst;QSD
27318;-6.19102200000000025;36.5286040000000014;Amphora incerta;Puerto Real;SOC
40881;17.9333330000000011;40.6333330000000004;Brindisian amphora;Brindisi;STR
41126;3.08052800000000016;44.0985530000000026;Dressel 1C;Millau;FLA
8762;6.80762499999999982;47.4492109999999983;Dressel 20;Mandeure;QMR
6021;12.483333;41.8999999999999986;Dressel 20;Roma;MGG
25682;12.2833330000000007;41.75;Dressel 20;Ostia Antica;CAP
39496;5.21526699999999988;45.7569659999999985;Dressel 20;Saint-Romain-de-Jalionas;MIM
5650;5.86666699999999963;51.8333330000000032;Dressel 20;Nijmegen;LIT
19260;2.44450300000000009;41.5421130000000005;Pascual 1;Mataró;IMP
21547;4.84671099999999999;45.7484570000000019;Dressel 1;Lyon?;SES
20939;4.03214299999999959;46.9267800000000008;Dressel 1;Mont-Beuvray;SES
39963;12.2833330000000007;41.75;Gauloise 4;Ostia Antica;TVP
3532;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
17199;1.3333330000000001;51.2833329999999989;Dressel 20;Edinburgh;LAR
21631;-0.986231999999999998;37.6051209999999969;Brindisian amphora;Cartagena;DOL
28577;12.483333;41.8999999999999986;Dressel 20;Roma;LCH
24622;4.84671099999999999;45.7484570000000019;Dressel 20;Lyon?;QSP
3511;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
10607;3.00881599999999993;43.1844170000000034;Dressel 2-4 Catalan;Narbonne;LCB
33390;-2.3333330000000001;54.9666670000000011;Dressel 20;Bardon Mill;LQA
30806;3.00881599999999993;43.1844170000000034;Dressel 20;Narbonne;QCR
16142;-0.0833330000000000043;51.5;Dressel 20;Southwark;MIM
33058;10.8499999999999996;45;Dressel 2-4;Pegognaga;FEL
16144;-0.0931450000000000056;51.514248000000002;Dressel 20;London;MIM
40877;17.9333330000000011;40.6333330000000004;Brindisian amphora;Brindisi;STR
8121;7.54473799999999972;48.0411780000000022;Dressel 20;Biesheim;VIR
36921;14.483333;40.75;Amphora incerta;Pompeya;DAM
33497;12.483333;41.8999999999999986;Africana 2A Grande;Roma;LTS
9219;5.21526699999999988;45.7569659999999985;Dressel 20;Saint-Romain-de-Jalionas;LQS
18575;9.25418499999999966;41.3410960000000003;Dressel 2-4 Catalan;Îles Lavezzi;VIC
33128;12.5833329999999997;38.0333329999999989;Dressel 1;Erice;BAR
4042;12.483333;41.8999999999999986;Dressel 20;Roma;SFC
24833;4.87345299999999959;45.5247850000000014;Dressel 20;Vienne;SNR
7260;2.94671100000000008;42.7104029999999995;Dressel 20;Château Rousillon;AIS
33837;11.25;42.5;Dressel 1C;Albinia;ARS
21529;4.84671099999999999;45.7484570000000019;Dressel 1;Lyon?;SES
3493;12.483333;41.8999999999999986;Dressel 20;Roma;SNR
21167;4.62274399999999996;46.7102319999999978;Dressel 1;Cersot;SES
